no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,0,0,1,Meal Plan 2,0,Room_Type 1,2017,9,18,Offline,0,0,0,0,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,2018,7,16,Online,0,0,0,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,11,16,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,3,16,Online,0,0,0,1,Not_Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,2017,9,7,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,5,13,Offline,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,9,1,Online,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2017,9,17,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,2018,3,20,Corporate,1,0,17,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,2018,6,4,Online,0,0,0,3,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2017,10,12,Offline,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,2018,11,5,Online,0,0,0,2,Not_Canceled
1,1,0,4,Meal Plan 1,0,Room_Type 1,2018,12,7,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,5,29,Online,0,0,0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,10,6,Offline,0,0,0,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,4,9,Offline,0,0,0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,2018,3,23,Online,0,0,0,2,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,30,Offline,1,1,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,2018,9,14,Online,0,0,0,1,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,2018,6,8,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Offline,0,0,0,0,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,2018,10,3,Online,0,0,0,2,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2017,10,10,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2017,8,17,Online,0,0,0,3,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,11,4,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,2018,12,1,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,23,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,7,15,Offline,0,0,0,0,Canceled
2,1,0,5,Meal Plan 1,0,Room_Type 5,2018,7,26,Offline,0,0,0,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,6,1,Online,0,0,0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,6,23,Online,0,0,0,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,12,3,Online,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,2018,8,27,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,1,Room_Type 1,2018,8,30,Corporate,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Offline,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,10,28,Offline,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,3,25,Offline,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 1,2018,7,22,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,9,13,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,8,18,Offline,0,0,0,1,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,7,3,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2017,10,31,Online,0,0,0,1,Not_Canceled
2,1,2,0,Meal Plan 1,0,Room_Type 1,2018,12,4,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,10,15,Online,0,0,0,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,8,20,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,12,12,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,8,14,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Offline,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,12,Offline,0,0,0,0,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 4,2018,8,5,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,11,24,Offline,0,0,0,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,2018,8,27,Online,0,0,0,2,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,2018,4,6,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,7,25,Offline,0,0,0,0,Not_Canceled
2,2,0,1,Meal Plan 1,1,Room_Type 6,2018,9,2,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,10,13,Online,0,0,0,2,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,8,1,Online,0,0,0,1,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,2018,7,21,Online,0,0,0,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,11,7,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,11,20,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,17,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,10,26,Online,0,0,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,9,9,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,9,30,Online,0,0,0,2,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,8,18,Offline,0,0,0,1,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,1,22,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,1,14,Offline,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,4,21,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,5,1,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,29,Corporate,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,9,26,Offline,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,9,13,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Offline,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,19,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,12,31,Complementary,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,11,20,Online,0,0,0,2,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,8,26,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,3,Offline,0,0,0,0,Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 7,2018,6,29,Online,0,0,0,2,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,9,2,Online,0,0,0,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,9,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,5,20,Offline,0,0,0,1,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,2018,3,17,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,12,11,Online,0,0,0,1,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,2018,4,17,Online,0,0,0,2,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,2018,7,6,Offline,0,0,0,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,1,12,Online,0,0,0,2,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 4,2018,2,8,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 4,2018,6,14,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,9,18,Online,0,0,0,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,2018,9,22,Online,0,0,0,3,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,6,29,Online,0,0,0,1,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,1,18,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,11,20,Online,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,10,19,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,2,26,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,17,Corporate,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2018,3,4,Online,0,0,0,0,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,2018,4,18,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,18,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,26,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,10,1,Online,0,0,0,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,11,10,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,8,17,Online,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2017,12,29,Online,0,0,0,0,Not_Canceled
1,0,0,3,Not Selected,0,Room_Type 1,2018,5,10,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,10,19,Online,0,0,0,2,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,2018,7,6,Offline,0,0,0,0,Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,2018,3,17,Online,0,0,0,0,Not_Canceled
3,1,2,1,Meal Plan 1,0,Room_Type 7,2018,5,21,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,22,Corporate,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,8,25,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2018,2,24,Online,0,0,0,0,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,2018,6,26,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,2018,6,10,Online,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 2,2018,4,4,Online,0,0,0,0,Not_Canceled
1,2,1,1,Meal Plan 1,1,Room_Type 5,2018,7,30,Complementary,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,3,23,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,7,18,Offline,0,0,0,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,5,13,Offline,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,31,Online,0,0,0,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,4,8,Online,0,0,0,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,2018,4,11,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,2,Offline,0,0,0,0,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,2018,8,24,Online,0,0,0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Offline,0,0,0,0,Canceled
1,0,0,3,Not Selected,0,Room_Type 1,2018,11,8,Online,0,0,0,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,10,30,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,4,21,Offline,0,0,0,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,2018,11,21,Online,0,0,0,0,Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,2018,4,25,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,7,Complementary,1,2,9,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,16,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,10,7,Offline,0,0,0,1,Not_Canceled
3,0,4,11,Meal Plan 1,0,Room_Type 4,2018,8,16,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2017,10,23,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,8,25,Online,0,0,0,2,Not_Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,2018,7,15,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,9,25,Offline,0,0,0,0,Not_Canceled
1,0,1,2,Not Selected,0,Room_Type 1,2018,12,19,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,2017,9,23,Offline,0,0,0,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,7,25,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,11,12,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,9,13,Offline,0,0,0,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,7,2,Online,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,2018,5,24,Corporate,1,1,4,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,2018,11,13,Online,0,0,0,3,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,2018,6,6,Offline,0,0,0,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,7,5,Corporate,0,0,0,0,Not_Canceled
3,0,1,3,Meal Plan 1,1,Room_Type 4,2017,10,26,Offline,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Offline,0,0,0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2017,8,23,Complementary,0,0,0,1,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,2018,4,7,Online,0,0,0,2,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,2018,12,8,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,9,25,Online,0,0,0,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,6,28,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,4,19,Offline,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,9,3,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,9,22,Corporate,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,2,18,Online,0,0,0,1,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,2018,12,4,Online,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,10,20,Online,0,0,0,1,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,3,13,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,17,Corporate,0,0,0,0,Not_Canceled
2,0,3,5,Meal Plan 1,0,Room_Type 4,2018,7,4,Offline,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2018,9,1,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,15,Offline,0,0,0,0,Not_Canceled
2,0,0,5,Meal Plan 2,0,Room_Type 1,2018,9,6,Offline,0,0,0,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,2,8,Online,0,0,0,0,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,2018,10,8,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,3,9,Online,1,0,1,1,Not_Canceled
2,2,1,2,Meal Plan 1,0,Room_Type 6,2018,8,26,Offline,0,0,0,1,Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,2018,2,27,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Offline,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,7,14,Offline,0,0,0,0,Canceled
2,2,1,5,Meal Plan 1,0,Room_Type 6,2018,9,6,Online,0,0,0,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,8,31,Offline,0,0,0,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,7,8,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 4,2017,10,9,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,5,13,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,1,12,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,9,2,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,6,15,Offline,0,0,0,1,Canceled
2,2,2,7,Meal Plan 1,0,Room_Type 6,2018,7,1,Online,0,0,0,2,Canceled
2,0,3,6,Meal Plan 1,0,Room_Type 1,2017,7,6,Online,0,0,0,1,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,4,15,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,6,Online,0,0,0,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,2,19,Online,0,0,0,1,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,2018,7,19,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,3,12,Offline,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,16,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,9,22,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,6,24,Offline,0,0,0,0,Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,2018,6,7,Online,0,0,0,1,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,2018,11,19,Online,0,0,0,0,Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 4,2018,7,17,Online,0,0,0,2,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2017,9,4,Offline,0,0,0,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,2018,12,26,Online,0,0,0,2,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,7,20,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2018,3,27,Offline,0,0,0,1,Not_Canceled
2,0,2,7,Meal Plan 1,0,Room_Type 4,2018,6,7,Online,0,0,0,0,Canceled
1,0,1,3,Meal Plan 2,0,Room_Type 1,2018,3,7,Offline,0,0,0,0,Not_Canceled
2,0,2,8,Meal Plan 1,0,Room_Type 1,2018,6,28,Online,0,0,0,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,3,11,Online,0,0,0,1,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,11,1,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,3,9,Offline,0,0,0,0,Not_Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 1,2018,5,2,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,20,Offline,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,3,Offline,0,0,0,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,6,20,Corporate,1,1,8,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,2018,4,13,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,30,Offline,0,0,0,0,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,2018,6,1,Online,0,0,0,2,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,19,Offline,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,10,1,Online,0,0,0,2,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,6,2,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,24,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,30,Offline,0,0,0,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,6,28,Online,0,0,0,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,6,17,Online,0,0,0,0,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,2018,7,25,Online,0,0,0,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,10,1,Online,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,1,19,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,12,21,Offline,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,1,Room_Type 1,2018,7,25,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,9,12,Online,0,0,0,3,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,2018,5,14,Online,0,0,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,3,20,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,11,6,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,6,30,Offline,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,16,Offline,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,2018,9,21,Corporate,0,0,0,0,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,2018,9,22,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,1,Room_Type 1,2018,8,21,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,5,14,Online,0,0,0,0,Canceled
2,0,0,5,Meal Plan 1,1,Room_Type 1,2018,10,25,Online,0,0,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,11,11,Online,0,0,0,1,Not_Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,2018,9,21,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,8,28,Online,0,0,0,3,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,9,9,Online,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,3,11,Online,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,3,2,Offline,0,0,0,2,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,2018,5,4,Online,0,0,0,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,2018,4,29,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,29,Offline,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,8,24,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,5,13,Offline,0,0,0,0,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,2018,12,13,Online,0,0,0,2,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,4,27,Online,0,0,0,0,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,12,3,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,23,Online,0,0,0,2,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,9,1,Complementary,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,13,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,9,2,Online,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,2018,9,21,Offline,0,0,0,1,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2017,12,20,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2017,11,1,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,3,25,Offline,0,0,0,0,Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,2018,3,22,Online,0,0,0,0,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,2018,2,6,Online,0,0,0,1,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 1,2018,10,27,Online,0,0,0,0,Not_Canceled
